# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
15040.5000 M503 880806 2 262.5000 v21 b31 295 N v21->b46->b31
15044.0000 M486 513748 3 774.0000 b48 b47 287 N b48->b44->b40->b47
15221.5000 M459 851360 3 1740.5000 v29 v25 270 N v29->b35->b31->v25
15400.0000 M474 840931 6 1472.0000 v22 b38 275 N v22->b46->b33->b37->b45->v17->b38
15462.0000 M496 638685 2 896.0000 b34 v19 285 N b34->v14->v19
15508.0000 M472 820395 3 1636.0000 b32 v28 272 N b32->b47->b40->v28
15742.5000 M491 918905 3 1328.5000 v26 v8 277 N v26->b31->b45->v8
15747.5000 M413 802148 3 3611.5000 b47 v24 239 N b47->v23->b38->v24
15754.0000 M476 731732 2 1765.0000 b49 v19 270 N b49->b42->v19
15865.0000 M540 778682 2 2.0000 s53 s81 299 N s53->s63->s81
15892.5000 M355 767553 3 5444.5000 v5 v18 209 N v5->v0->b38->v18
16009.5000 M460 525756 4 2501.5000 v22 b40 258 N v22->b46->b43->b49->b40
16016.0000 M517 602712 3 828.0000 v8 v2 286 N v8->b44->b45->v2
16159.5000 M550 764836 3 2.5000 s76 s51 299 N s76->s86->s56->s51
16339.5000 M482 625636 2 2178.5000 v4 v2 263 N v4->b32->v2
16343.5000 M542 748858 3 420.5000 b44 v15 292 N b44->v8->b36->v15
16423.0000 M453 697421 3 3107.0000 v4 v3 248 N v4->b32->b38->v3
16974.0000 M525 972953 1 1550.0000 b46 v8 274 N b46->v8
17086.0000 M527 776179 5 1600.0000 v7 v14 273 N v7->v10->b47->v21->b49->v14
17135.5000 M547 990683 3 1073.5000 v1 b39 282 N v1->b47->b33->b39
17247.0000 M575 968600 2 363.0000 v18 b49 293 N v18->v23->b49
17321.5000 M544 733788 3 1344.5000 v2 b43 277 N v2->b45->v1->b43
17620.5000 M541 760866 2 1728.5000 v21 v9 271 N v21->b49->v9
17725.5000 M532 931523 3 2094.5000 v10 b43 265 N v10->v6->b47->b43
17745.5000 M534 622021 1 2061.5000 b46 b36 265 N b46->b36
17956.5000 M552 922716 1 1737.5000 v1 b36 271 N v1->b36
18088.5000 M558 731368 2 1697.5000 v7 b33 271 N v7->b35->b33
18293.0000 M614 553573 2 283.0000 v2 v19 295 N v2->b36->v19
18436.5000 M628 737449 2 2.5000 s50 s79 299 N s50->s51->s79
18547.5000 M587 931023 3 1315.5000 b48 b49 278 N b48->b32->v9->b49
18761.0000 M639 924789 2 1.0000 s59 s52 299 N s59->s96->s52
18823.5000 M604 933299 4 1101.5000 v1 b49 281 N v1->b48->v11->b33->b49
18839.0000 M543 589740 3 2891.0000 b42 v3 251 N b42->b37->b45->v3
18880.0000 M585 580004 1 1708.0000 b36 v25 271 N b36->v25
18899.5000 M569 776504 3 2180.5000 v4 v27 263 N v4->b43->v20->v27
19006.5000 M580 952296 1 1981.5000 b46 b31 266 N b46->b31
19420.0000 M596 891781 5 1919.0000 v17 v26 268 N v17->b35->b38->v5->v25->v26
19580.5000 M613 503655 3 1595.5000 b43 b46 273 N b43->b45->v28->b46
19586.0000 M619 676448 3 1421.0000 v4 v25 276 N v4->b39->b35->v25
20052.5000 M617 778773 3 1949.5000 v28 b49 267 N v28->b46->v20->b49
20159.5000 M546 866896 3 4130.5000 b42 v22 231 N b42->b31->b45->v22
20160.5000 M676 553973 2 284.5000 v13 b34 295 N v13->v14->b34
20174.5000 M686 741093 1 0.5000 s95 s99 299 N s95->s99
20188.0000 M674 512954 1 374.0000 v4 v26 293 N v4->v26
20463.5000 M696 683705 2 1.5000 s86 s51 299 N s86->s56->s51
20511.0000 M661 540595 2 1102.0000 v26 v5 281 N v26->b49->v5
20557.5000 M664 943259 3 1056.5000 v15 b47 282 N v15->v22->v29->b47
20817.0000 M607 531241 5 3015.0000 b39 v21 249 N b39->v12->b48->b45->b36->v21
21268.5000 M723 911350 1 0.5000 s53 s90 299 N s53->s90
21394.0000 M721 777866 2 185.0000 v4 b37 296 N v4->v15->b37
21498.0000 M707 866066 2 700.0000 v22 v24 288 N v22->b42->v24
21704.0000 M642 686113 5 2846.0000 v12 b30 252 N v12->b48->v13->b35->b32->b30
21704.0000 M701 623131 2 1094.0000 v20 b40 281 N v20->b36->b40
21744.0000 M715 989325 2 704.0000 b36 b38 288 N b36->b44->b38
22091.5000 M727 541731 2 704.5000 v1 b47 288 N v1->v28->b47
22168.5000 M677 975838 3 2258.5000 b37 v4 262 N b37->v5->v29->v4
22251.0000 M655 910468 5 3004.0000 b37 v23 249 N b37->v28->v1->b48->v22->v23
22531.5000 M753 646311 3 378.5000 v26 b45 293 N v26->b40->b39->b45
22544.5000 M635 604256 3 3909.5000 v11 v12 234 N v11->v7->b46->v12
22546.0000 M710 880074 2 1657.0000 v7 v12 272 N v7->b46->v12
22592.5000 M767 997457 2 1.5000 s91 s80 299 N s91->s95->s80
22660.5000 M633 587193 3 4081.5000 b44 v17 231 N b44->v14->b41->v17
22733.0000 M743 991772 3 879.0000 v10 b46 285 N v10->v8->b49->b46
22734.5000 M695 833468 3 2297.5000 b43 b46 261 N b43->b39->b49->b46
22824.5000 M775 507255 3 2.5000 s76 s50 299 N s76->s96->s88->s50
22968.0000 M745 530725 2 1049.0000 v25 v13 282 N v25->v23->v13
23196.5000 M764 680454 2 697.5000 v19 v10 288 N v19->b39->v10
23238.0000 M731 769617 4 1730.0000 v13 v8 271 N v13->b45->b30->b40->v8
23294.0000 M741 689358 3 1497.0000 b49 b30 275 N b49->b36->v27->b30
23368.0000 M773 694227 4 607.0000 v25 b40 289 N v25->v16->b44->b41->b40
23603.0000 M736 911222 3 1955.0000 v15 b48 267 N v15->v10->b39->b48
23736.0000 M729 803707 3 2290.0000 v5 v1 261 N v5->v24->b37->v1
24398.0000 M787 933508 4 1210.0000 v8 b38 279 N v8->b40->b41->b46->b38
24412.5000 M792 736532 3 1080.5000 b32 b45 281 N b32->v23->b36->b45
24515.5000 M794 834275 2 1118.5000 v29 v4 281 N v29->b47->v4
24777.5000 M820 872135 3 592.5000 v11 v15 290 N v11->b40->b37->v15
24778.5000 M774 558904 3 1990.5000 b38 v15 266 N b38->v24->b37->v15
24782.0000 M817 584284 1 689.0000 b39 b38 288 N b39->b38
24847.5000 M779 850655 5 1910.5000 v4 b30 268 N v4->v28->b44->b31->b40->b30
25149.5000 M838 703281 1 416.5000 b41 b45 293 N b41->b45
25434.0000 M789 716421 2 2188.0000 b38 v11 263 N b38->b46->v11
25544.0000 M833 575676 2 950.0000 b49 b38 284 N b49->b31->b38
25627.5000 M808 522636 1 1807.5000 b36 v5 269 N b36->v5
25817.5000 M871 889791 1 109.5000 b39 v4 298 N b39->v4
25865.0000 M784 550776 3 2771.0000 v19 v17 253 N v19->b40->b42->v17
25994.5000 M772 778765 2 3261.5000 v18 b36 245 N v18->b42->b36
26100.5000 M883 547984 1 38.5000 v17 v24 299 N v17->v24
26201.5000 M866 664563 3 638.5000 v9 v29 289 N v9->b36->b42->v29
26243.5000 M857 979337 2 948.5000 v1 v18 284 N v1->b39->v18
26542.0000 M846 750601 3 1583.0000 v24 v23 273 N v24->b44->b48->v23
26817.5000 M855 706312 4 1576.5000 v6 v4 273 N v6->v11->v2->b37->v4
27152.5000 M856 637735 3 1886.5000 v17 v19 268 N v17->v27->b49->v19
27267.5000 M924 916942 1 0.5000 s88 s50 299 N s88->s50
27293.5000 M878 899203 1 1379.5000 b45 v22 277 N b45->v22
27526.0000 M868 663904 4 1910.0000 b30 b38 268 N b30->b35->v21->b37->b38
27573.5000 M862 978313 3 2132.5000 v18 v5 264 N v18->b42->b44->v5
27693.0000 M906 808754 2 955.0000 v18 b32 284 N v18->b44->b32
27710.0000 M911 812313 2 828.0000 b33 v10 286 N b33->b31->v10
27731.0000 M927 611976 2 375.0000 b48 b45 293 N b48->b40->b45
27732.0000 M923 622157 2 492.0000 v2 b40 291 N v2->b45->b40
27814.5000 M876 510704 3 1962.5000 v28 v8 267 N v28->b46->b45->v8
27893.5000 M888 928951 3 1684.5000 b38 v20 271 N b38->b31->b40->v20
27912.5000 M920 982749 2 760.5000 v2 v9 287 N v2->b46->v9
27918.5000 M850 768172 2 2826.5000 v20 v4 252 N v20->b42->v4
28031.0000 M917 574403 3 964.0000 v17 v26 283 N v17->b46->b39->v26
28568.0000 M858 536001 3 3241.0000 v19 b42 245 N v19->b49->v7->b42
28764.0000 M941 664005 3 993.0000 b42 b43 283 N b42->b35->v13->b43
28915.5000 M929 771359 5 1499.5000 b36 b30 275 N b36->b33->b44->b40->v29->b30
28967.5000 M865 850697 3 3432.5000 v3 v4 242 N v3->b30->b46->v4
29044.5000 M950 859140 2 1014.5000 v12 b34 283 N v12->b49->b34
29259.5000 M936 827421 2 1633.5000 v19 v12 272 N v19->b41->v12
29516.0000 M943 799339 4 1686.0000 b43 v0 271 N b43->b48->v2->b30->v0
29517.0000 M977 720632 2 676.0000 v1 v0 288 N v1->b30->v0
29549.0000 M960 672410 2 1227.0000 v17 v3 279 N v17->b45->v3
29561.0000 M933 936071 4 2024.0000 v22 b34 266 N v22->b45->v9->b39->b34
29625.0000 M937 537880 2 1970.0000 b34 v12 267 N b34->b32->v12
29629.5000 M931 561197 4 2158.5000 v14 b46 264 N v14->b34->b39->b40->b46
29630.5000 M884 517001 4 3534.5000 v24 b46 241 N v24->b49->b39->b40->b46
29643.0000 M891 505874 5 3350.0000 b49 v13 244 N b49->v15->b36->v24->b45->v13
29644.5000 M939 867708 2 1930.5000 v7 v13 267 N v7->b45->v13
29826.0000 M949 557787 3 1822.0000 v20 v25 269 N v20->b47->b48->v25
29827.5000 M882 890044 4 3798.5000 b33 v25 236 N b33->v15->v6->b48->v25
30297.5000 M1013 559477 2 383.5000 b42 v17 293 N b42->b38->v17
30504.0000 M976 601024 2 1691.0000 v15 v26 271 N v15->b32->v26
30604.0000 M1020 951185 2 470.0000 v6 b49 292 N v6->v7->b49
30811.5000 M921 717120 3 3627.5000 v15 v18 239 N v15->b33->v11->v18
30831.5000 M1043 638798 1 0.5000 s66 s53 299 N s66->s53
31035.5000 M1005 884511 1 1355.5000 v25 v10 277 N v25->v10
31120.5000 M1019 598150 4 1019.5000 v24 v15 283 N v24->b40->v23->b34->v15
31209.0000 M1012 578357 5 1328.0000 b34 v6 277 N b34->v16->b42->b45->b31->v6
31292.0000 M1040 804227 1 557.0000 b31 b36 290 N b31->b36
31464.5000 M1007 788583 1 1732.5000 v13 b31 271 N v13->b31
31507.5000 M1010 503262 4 1681.5000 v10 b49 271 N v10->v1->b33->b38->b49
31614.0000 M992 768102 2 2312.0000 v7 v21 261 N v7->b48->v21
31784.5000 M978 597971 3 2909.5000 v3 b37 251 N v3->b35->v22->b37
31873.5000 M1025 755230 4 1585.5000 v5 v19 273 N v5->b32->v7->b49->v19
31973.5000 M1053 984491 1 834.5000 b34 b46 286 N b34->b46
32259.5000 M1091 848479 2 1.5000 s54 s72 299 N s54->s70->s72
32264.0000 M1029 708233 4 1852.0000 v21 b45 269 N v21->b43->b42->v25->b45
32376.5000 M1095 683009 1 0.5000 s53 s75 299 N s53->s75
