# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
22593.0000 M767 997457 2 2.0000 s91 s80 299 N s91->s95->s80
22686.5000 M635 604256 3 4051.5000 v11 v12 232 N v11->b44->b48->v12
22784.5000 M677 975838 4 2874.5000 b37 v4 252 N b37->b49->b46->b31->v4
22811.0000 M715 989325 2 1771.0000 b36 b38 270 N b36->v27->b38
22824.0000 M775 507255 3 2.0000 s76 s50 299 N s76->s86->s56->s50
22988.0000 M745 530725 1 1069.0000 v25 v13 282 N v25->v13
23133.5000 M661 540595 3 3724.5000 v26 v5 237 N v26->b37->b40->v5
23145.5000 M743 991772 2 1291.5000 v10 b46 278 N v10->v21->b46
23280.5000 M736 911222 2 1632.5000 v15 b48 272 N v15->v11->b48
23861.0000 M789 716421 2 615.0000 b38 v11 289 N b38->b47->v11
24261.5000 M655 910468 2 5014.5000 b37 v23 216 N b37->v2->v23
24348.0000 M792 736532 3 1016.0000 b32 b45 283 N b32->b38->v13->b45
24552.0000 M764 680454 2 2053.0000 v19 v10 265 N v19->b49->v10
24649.5000 M773 694227 2 1888.5000 v25 b40 268 N v25->v16->b40
24782.0000 M817 584284 1 689.0000 b39 b38 288 N b39->b38
24847.5000 M779 850655 4 1910.5000 v4 b30 268 N v4->v28->b44->b40->b30
25149.5000 M838 703281 1 416.5000 b41 b45 293 N b41->b45
25195.0000 M729 803707 3 3749.0000 v5 v1 237 N v5->b47->v0->v1
25426.5000 M774 558904 4 2638.5000 b38 v15 256 N b38->b47->v25->v16->v15
25612.0000 M794 834275 1 2215.0000 v29 v4 263 N v29->v4
25818.0000 M871 889791 1 110.0000 b39 v4 298 N b39->v4
25935.5000 M833 575676 1 1341.5000 b49 b38 277 N b49->b38
25997.5000 M772 778765 2 3264.5000 v18 b36 245 N v18->b42->b36
26100.5000 M883 547984 1 38.5000 v17 v24 299 N v17->v24
26215.5000 M753 646311 5 4062.5000 v26 b45 232 N v26->v8->v26->v11->b33->b45
26256.0000 M695 833468 4 5819.0000 b43 b46 203 N b43->v22->b49->v10->b46
26285.0000 M784 550776 7 3191.0000 v19 v17 246 N v19->v21->v0->b31->b35->b30->b32->v17
26323.5000 M892 875967 3 2.5000 s88 s79 299 N s88->s50->s51->s79
26468.5000 M710 880074 2 5579.5000 v7 v12 207 N v7->b38->v12
26670.0000 M808 522636 6 2850.0000 b36 v5 252 N b36->v13->b45->v23->b43->b49->v5
27175.5000 M856 637735 2 1909.5000 v17 v19 268 N v17->v24->v19
27267.5000 M924 916942 1 0.5000 s88 s50 299 N s88->s50
27612.5000 M878 899203 2 1698.5000 b45 v22 271 N b45->v2->v22
27636.5000 M868 663904 1 2020.5000 b30 b38 266 N b30->b38
27732.0000 M820 872135 4 3547.0000 v11 v15 240 N v11->v25->v11->b36->v15
27957.0000 M911 812313 1 1075.0000 b33 v10 282 N b33->v10
28130.0000 M888 928951 4 1921.0000 b38 v20 267 N b38->v25->v13->v18->v20
28364.5000 M929 771359 3 948.5000 b36 b30 284 N b36->v15->v8->b30
28502.0000 M920 982749 2 1350.0000 v2 v9 277 N v2->v23->v9
28521.5000 M787 933508 4 5333.5000 v8 b38 211 N v8->v20->b44->v25->b38
28546.5000 M967 613490 5 3.5000 s59 s79 299 N s59->s96->s52->s50->s51->s79
28663.0000 M917 574403 2 1596.0000 v17 v26 273 N v17->b34->v26
28908.0000 M707 866066 6 8110.0000 v22 v24 164 N v22->v9->b34->v7->b38->b48->v24
28932.0000 M923 622157 3 1692.0000 v2 b40 271 N v2->v22->v27->b40
